,Iteration,pararel_time,total_time,now_obj,now_conv,num_call_obj,num_call_nbl
0,0,0.0,0.0,2000000.0,1.7976931348623157e+308,0,0
0,1,282.96875,282.734375,309237.75602631626,1690762.2439736838,58,1
0,2,573.53125,573.203125,301769.13234009786,7468.623686218401,88,2
0,3,810.546875,810.171875,296503.2217719518,5265.910568146035,117,3
0,4,1079.15625,1078.640625,291620.4105039015,4882.81126805034,145,4
0,5,1374.421875,1373.765625,287958.0385161562,3662.3719877452822,173,5
0,6,1636.234375,1635.390625,284850.98723831685,3107.051277839346,200,6
0,7,1896.375,1895.390625,282172.06151448237,2678.925723834487,229,7
0,8,2198.859375,2197.78125,279783.38109049766,2388.6804239847115,256,8
0,9,2494.796875,2493.625,277939.448101602,1843.9329888956272,283,9
0,10,2789.625,2788.265625,276428.4482599805,1510.999841621553,312,10
0,11,3082.828125,3081.375,275074.32321426243,1354.125045718043,339,11
0,12,3356.8125,3355.265625,273924.64611309103,1149.6771011714009,366,12
0,13,3621.4375,3619.703125,272957.9397707433,966.706342347723,395,13
0,14,3931.671875,3929.796875,272078.7279663659,879.2118043773808,424,14
0,15,4182.078125,4180.015625,271283.17366867,795.5542976959259,452,15
0,16,4444.78125,4442.484375,270538.30644136213,744.86722730787,481,16
0,17,4700.0,4697.515625,269894.06761239626,644.2388289658702,509,17
0,18,4976.140625,4973.515625,269427.5346349823,466.5329774139682,535,18
0,19,5307.0625,5304.296875,268968.7054004574,458.82923452492105,563,19
0,20,5607.703125,5604.703125,268610.1806499015,358.52475055586547,592,20
0,21,5909.40625,5906.3125,268245.7834361043,364.3972137972014,621,21
0,22,6217.046875,6213.8125,267930.32710079156,315.45633531274507,649,22
0,23,6501.578125,6498.25,267765.9853937989,164.34170699265087,678,23
0,24,6741.765625,6738.296875,267498.0371103491,267.9482834498049,704,24
0,25,7035.578125,7032.015625,267270.3373691594,227.69974118971732,732,25
0,26,7330.921875,7327.265625,267047.32557447214,223.01179468724877,759,26
0,27,7606.171875,7602.234375,266869.719185775,177.60638869716786,788,27
0,28,7850.796875,7846.6875,266681.87163207016,187.84755370480707,817,28
0,29,8117.953125,8113.609375,266515.5487812421,166.32285082805902,844,29
0,30,8395.53125,8391.0,266347.8848410162,167.66394022590248,872,30
0,31,8675.953125,8671.234375,266207.7954150764,140.08942593977554,899,31
0,32,8947.765625,8942.90625,266082.81118930207,124.98422577435849,927,32
0,33,9223.34375,9218.390625,265954.92910309124,127.88208621082595,953,33
0,34,9514.078125,9508.9375,265845.17459483125,109.75450825999724,982,34
0,35,9776.375,9771.046875,265751.154483297,94.02011153422063,1011,35
0,36,10044.8125,10039.296875,265653.1002634257,98.05421987135196,1039,36
0,37,10322.328125,10316.671875,265577.30839213,75.7918712956598,1067,37
0,38,10603.015625,10597.265625,265497.0918332488,80.21655888122041,1095,38
0,39,10861.78125,10855.890625,265432.1505003211,64.94133292767219,1123,39
0,40,11133.03125,11127.046875,265369.7114448151,62.43905550602358,1152,40
0,41,11418.109375,11412.03125,265307.12878955674,62.58265525836032,1179,41
0,42,11723.03125,11716.8125,265250.93106070743,56.19772884930717,1208,42
0,43,12002.15625,11995.890625,265192.304488654,58.62657205341384,1237,43
0,44,12274.28125,12267.828125,265145.2306961603,47.073792493727524,1266,44
0,45,12556.984375,12550.296875,265094.0433244226,51.18737173767295,1294,45
0,46,12813.75,12806.84375,265057.29107168945,36.752252733160276,1322,46
0,47,13133.765625,13126.71875,265021.69164035027,35.599431339185685,1349,47
0,48,13428.25,13421.0625,264986.10281789186,35.58882245840505,1378,48
0,49,13721.734375,13714.234375,264944.9740628721,41.12875501974486,1406,49
0,50,14012.640625,14004.734375,264915.6803669539,29.29369591822615,1434,50
0,51,14297.53125,14289.515625,264881.0928998251,34.58746712881839,1462,51
0,52,14553.828125,14545.765625,264852.74285213515,28.350047689920757,1491,52
