,Iteration,pararel_time,total_time,now_obj,now_conv,num_call_obj,num_call_dir
0,0,0.0,0.0,100000.0,1.7976931348623157e+308,0,0
0,1,478.34375,479.25,53176.47339060795,46823.52660939205,1,1
0,2,956.0625,958.015625,38010.10026070256,15166.37312990539,2,2
0,3,1438.03125,1441.0625,30427.83145717249,7582.268803530067,3,3
0,4,1949.859375,1953.984375,25886.08960647768,4541.7418506948125,4,4
0,5,2461.34375,2466.5625,22839.779993603122,3046.3096128745565,5,5
0,6,2975.671875,2982.03125,20709.48646034551,2130.2935332576126,6,6
0,7,3487.15625,3494.578125,19129.357961687892,1580.1284986576175,7,7
0,8,3998.0,4006.5625,17908.321897009835,1221.0360646780573,8,8
0,9,4511.265625,4520.921875,16936.124661806436,972.197235203399,9,9
0,10,5022.390625,5033.171875,16144.77615903284,791.3485027735969,10,10
0,11,5501.90625,5513.796875,15482.45586366403,662.3202953688087,11,11
0,12,5982.5625,5995.578125,14920.888581594016,561.5672820700147,12,12
0,13,6461.671875,6475.828125,14401.672028849744,519.2165527442721,13,13
0,14,6942.8125,6958.140625,13949.04309265926,452.6289361904837,14,14
0,15,7421.8125,7438.28125,13566.760038604425,382.2830540548348,15,15
0,16,7902.296875,7919.890625,13238.88100209086,327.87903651356464,16,16
0,17,8383.109375,8401.84375,12949.003307024224,289.8776950666361,17,17
0,18,8863.828125,8883.734375,12692.663580364791,256.3397266594329,18,18
0,19,9343.65625,9364.71875,12462.39941328971,230.2641670750818,19,19
0,20,9824.390625,9846.59375,12255.024332377163,207.37508091254676,20,20
0,21,10306.953125,10330.28125,12068.102680034892,186.92165234227105,21,21
0,22,10787.09375,10811.515625,11898.533173410007,169.56950662488453,22,22
0,23,11266.328125,11291.9375,11743.099780031092,155.43339337891484,23,23
0,24,11746.234375,11772.953125,11600.026984260052,143.07279577104055,24,24
0,25,12227.890625,12255.796875,11468.479698759704,131.54728550034815,25,25
0,26,12710.15625,12739.234375,11346.786019366613,121.69367939309086,26,26
0,27,13192.484375,13222.734375,11233.751137864105,113.03488150250814,27,27
0,28,13675.171875,13706.546875,11128.546321742006,105.20481612209915,28,28
0,29,14156.5625,14189.09375,11030.491033867984,98.05528787402181,29,29
0,30,14636.078125,14669.71875,10939.230756664374,91.2602772036098,30,30
0,31,15118.09375,15152.828125,10854.324296717672,84.90645994670194,31,31
0,32,15601.328125,15637.1875,10773.660876937955,80.66341977971751,32,32
0,33,16084.28125,16121.28125,10697.717313817711,75.9435631202432,33,33
0,34,16567.671875,16605.78125,10626.457608262535,71.25970555517597,34,34
0,35,17049.234375,17088.5,10559.166470858703,67.29113740383218,35,35
0,36,17531.28125,17571.71875,10495.405835198164,63.760635660539265,36,36
0,37,18013.28125,18054.84375,10435.102743306497,60.303091891666554,37,37
0,38,18493.09375,18535.8125,10378.02766376182,57.075079544676555,38,38
0,39,18973.5,19017.375,10323.737230980429,54.290432781392155,39,39
0,40,19453.328125,19498.328125,10272.19519440818,51.542036572249344,40,40
0,41,19935.734375,19981.890625,10223.271743085312,48.92345132286755,41,41
0,42,20418.625,20465.859375,10176.349683555803,46.92205952950826,42,42
0,43,20901.984375,20950.375,10131.861672410982,44.48801114482194,43,43
0,44,21384.1875,21433.6875,10089.251226424543,42.61044598643821,44,44
0,45,21867.765625,21918.421875,10049.35602778457,39.89519863997339,45,45
0,46,22350.546875,22402.328125,10010.193212763163,39.16281502140737,46,46
0,47,22835.15625,22888.078125,9972.87075538891,37.322457374251826,47,47
0,48,23317.4375,23371.515625,9936.884560892062,35.98619449684884,48,48
0,49,23796.40625,23851.625,9902.456543644683,34.4280172473791,49,49
0,50,24279.46875,24335.84375,9869.41339900835,33.04314463633273,50,50
0,51,24761.484375,24819.015625,9837.695558332065,31.71784067628505,51,51
0,52,25244.875,25303.546875,9807.288147402494,30.407410929570688,52,52
0,53,25723.75,25783.59375,9777.979580692669,29.308566709825755,53,53
0,54,26203.34375,26264.34375,9749.660400224455,28.319180468213744,54,54
0,55,26682.375,26744.515625,9722.44063432242,27.21976590203485,55,55
0,56,27163.3125,27226.59375,9696.14559887529,26.29503544713043,56,56
0,57,27647.3125,27711.734375,9670.925574411875,25.22002446341503,57,57
0,58,28130.375,28195.96875,9646.487435604102,24.438138807772702,58,58
0,59,28610.34375,28677.09375,9622.862905081432,23.624530522669374,59,59
0,60,29090.921875,29158.84375,9599.948357854235,22.914547227197545,60,60
