,Iteration,pararel_time,total_time,now_obj,now_conv,num_call_obj,num_call_dir
0,0,0.0,0.0,55292.441959677664,1.7976931348623157e+308,0,0
0,1,5.703125,6.265625,10521.156763499492,44771.28519617817,1,1
0,2,11.703125,12.875,7536.420242347584,2984.736521151908,2,2
0,3,17.921875,19.640625,6954.617221119517,581.8030212280664,3,3
0,4,24.0625,26.34375,6729.398987432949,225.21823368656806,4,4
0,5,33.046875,35.703125,6616.523850380219,112.87513705272977,5,5
0,6,45.609375,49.140625,6551.351644400249,65.17220597997039,6,6
0,7,58.765625,63.3125,6510.401291949651,40.950352450598075,7,7
0,8,64.75,69.734375,6482.85778374994,27.54350819971114,8,8
0,9,70.28125,75.703125,6463.591415240606,19.266368509333915,9,9
0,10,76.0625,81.953125,6449.647728060947,13.94368717965881,10,10
0,11,86.375,92.6875,6439.172139302359,10.475588758587946,11,11
0,12,97.140625,104.203125,6430.99841422325,8.173725079109317,12,12
0,13,106.671875,114.359375,6424.528914232378,6.4694999908715545,13,13
0,14,116.765625,124.96875,6419.319177786376,5.209736446002353,14,14
0,15,128.8125,137.640625,6415.065747429515,4.2534303568609175,15,15
0,16,138.0,147.390625,6411.509978061167,3.5557693683476828,16,16
0,17,147.8125,157.703125,6408.554534410061,2.9554436511061795,17,17
0,18,156.484375,166.75,6406.069331039973,2.4852033700881293,18,18
0,19,165.640625,177.046875,6403.940350637693,2.1289804022799217,19,19
0,20,175.953125,187.921875,6402.111367703768,1.8289829339246353,20,20
0,21,186.5,199.34375,6400.529855891951,1.5815118118171085,21,21
0,22,197.234375,210.84375,6399.159450595969,1.370405295981982,22,22
0,23,208.453125,222.6875,6397.968720634486,1.1907299614831572,23,23
0,24,216.796875,231.40625,6396.895466888024,1.0732537464618872,24,24
0,25,224.921875,240.21875,6395.979262502249,0.9162043857750177,25,25
0,26,231.984375,247.84375,6395.172644264578,0.8066182376715005,26,26
0,27,240.078125,256.734375,6394.461673827592,0.7109704369859173,27,27
0,28,248.046875,265.140625,6393.827292974141,0.6343808534511481,28,28
0,29,256.59375,274.421875,6393.259428749365,0.5678642247758035,29,29
0,30,264.984375,283.4375,6392.753443606991,0.5059851423739019,30,30
0,31,274.265625,293.21875,6392.286729677547,0.4667139294442677,31,31
0,32,282.109375,301.6875,6391.870220064997,0.41650961254981667,32,32
0,33,291.5,311.75,6391.4935302503745,0.37668981462229567,33,33
0,34,300.046875,320.859375,6391.150615840197,0.3429144101774,34,34
0,35,309.046875,330.421875,6390.8387856389045,0.3118302012926506,35,35
0,36,318.734375,340.734375,6390.556206365081,0.282579273823103,36,36
0,37,327.515625,350.078125,6390.2962817953685,0.25992456971289357,37,37
0,38,336.828125,359.984375,6390.05913510714,0.2371466882286768,38,38
0,39,348.140625,372.0625,6389.839218539344,0.21991656779573532,39,39
0,40,356.953125,381.8125,6389.639822723255,0.19939581608923618,40,40
0,41,368.109375,393.796875,6389.455101279351,0.1847214439039817,41,41
0,42,378.984375,405.78125,6389.284393899321,0.17070738002985308,42,42
0,43,390.078125,417.875,6389.126516417067,0.15787748225375253,43,43
0,44,401.84375,430.953125,6388.980205649985,0.14631076708246837,44,44
0,45,414.796875,445.21875,6388.836352097064,0.14385355292051827,45,45
0,46,428.109375,460.03125,6388.710786514017,0.1255655830473188,46,46
0,47,442.984375,476.46875,6388.59441359919,0.1163729148265702,47,47
0,48,457.140625,491.875,6388.48533120062,0.10908239857053559,48,48
0,49,470.15625,506.0625,6388.385187699343,0.10014350127676153,49,49
0,50,483.53125,520.3125,6388.289365588388,0.09582211095494131,50,50
0,51,497.9375,535.953125,6388.199777764679,0.08958782370882545,51,51
0,52,510.921875,549.984375,6388.114835343773,0.08494242090637272,52,52
0,53,523.75,563.8125,6388.035128811088,0.07970653268512251,53,53
0,54,536.90625,577.96875,6387.960237244867,0.07489156622068549,54,54
0,55,547.171875,589.296875,6387.889782170454,0.07045507441307564,55,55
0,56,557.25,600.25,6387.824386185224,0.0653959852297703,56,56
0,57,567.921875,612.03125,6387.7617944789345,0.06259170628982247,57,57
0,58,579.84375,624.703125,6387.7016454576915,0.06014902124297805,58,58
0,59,588.90625,634.265625,6387.651081839261,0.050563618430714996,59,59
0,60,598.265625,644.3125,6387.597998042227,0.053083797033650626,60,60
0,61,607.8125,654.421875,6387.548070609163,0.04992743306411285,61,61
0,62,618.640625,666.03125,6387.500738938884,0.04733167027916352,62,62
0,63,629.390625,677.21875,6387.45582834557,0.044910593313943536,63,63
0,64,638.375,686.921875,6387.413175639778,0.04265270579162461,64,64
0,65,647.328125,696.6875,6387.372639195231,0.04053644454688765,65,65
0,66,656.8125,706.796875,6387.334080929793,0.03855826543804142,66,66
0,67,665.984375,716.65625,6387.297373291203,0.0367076385900873,67,67
0,68,675.578125,726.625,6387.2624112845515,0.0349620066517673,68,68
0,69,684.53125,735.953125,6387.229081449579,0.033329834972391836,69,69
0,70,693.59375,745.578125,6387.197286419323,0.031795030256034806,70,70
0,71,702.0625,754.984375,6387.166942664931,0.0303437543916516,71,71
0,72,712.203125,765.6875,6387.137953562909,0.02898910202202387,72,72
0,73,721.015625,775.25,6387.082801114155,0.05515244875459757,73,73
0,74,730.59375,785.296875,6387.056527555655,0.026273558500179206,74,74
0,75,741.125,796.578125,6387.031392349438,0.025135206216873485,75,75
0,76,750.53125,807.109375,6387.007331803079,0.024060546358668944,76,76
0,77,759.640625,816.65625,6386.984288219613,0.023043583466460404,77,77
0,78,769.015625,826.96875,6386.962206995035,0.0220812245779598,78,78
0,79,778.953125,837.46875,6386.941035821876,0.021171173159018508,79,79
0,80,788.859375,848.0625,6386.920726109054,0.020309712821472203,80,80
0,81,798.390625,857.96875,6386.901235022204,0.019491086850393913,81,81
0,82,807.59375,868.046875,6386.880959433861,0.020275588342883566,82,82
0,83,818.6875,879.765625,6386.861427880568,0.01953155329283618,83,83
0,84,828.0625,889.515625,6386.842604552339,0.01882332822879107,84,84
0,85,837.3125,899.453125,6386.826092248719,0.016512303620402236,85,85
0,86,847.125,909.625,6386.810217306826,0.015874941892434435,86,86
0,87,855.75,918.6875,6386.79494586468,0.015271442146513436,87,87
0,88,865.734375,929.234375,6386.78026810046,0.014677764220323297,88,88
0,89,874.671875,938.796875,6386.76614962416,0.014118476299699978,89,89
0,90,884.25,948.859375,6386.754914175564,0.011235448595471098,90,90
0,91,893.25,958.546875,6386.741784584344,0.013129591220604198,91,91
0,92,902.8125,968.609375,6386.729141103842,0.012643480501537852,92,92
0,93,912.46875,978.828125,6386.716961140563,0.012179963278867945,93,93
0,94,922.328125,989.21875,6386.705224492558,0.011736648005353345,94,94
0,95,931.734375,999.375,6386.693910142433,0.011314350124848715,95,95
0,96,942.578125,1011.03125,6386.682998753995,0.010911388438216818,96,96
0,97,952.296875,1021.390625,6386.672472381416,0.01052637257907918,97,97
0,98,962.109375,1031.890625,6386.662314163434,0.010158217982279893,98,98
0,99,973.53125,1044.125,6386.6525091604335,0.009805003000110446,99,99
0,100,983.203125,1054.171875,6386.643041131578,0.00946802885573561,100,100
0,101,993.546875,1065.203125,6386.6338963881535,0.009144743424258195,101,101
0,102,1005.046875,1077.8125,6386.625060111523,0.008836276630063367,102,102
0,103,1014.953125,1088.25,6386.616519471343,0.00854064018039935,103,103
0,104,1025.03125,1098.953125,6386.608262550869,0.008256920474195795,104,104
0,105,1035.734375,1110.28125,6386.604163047758,0.004099503110410296,105,105
0,106,1044.875,1119.984375,6386.5963806865675,0.007782361190947995,106,106
0,107,1052.453125,1127.75,6386.588850273899,0.007530412668529607,107,107
0,108,1059.53125,1135.203125,6386.581561814845,0.007288459053597762,108,108
0,109,1066.015625,1142.0625,6386.574505672026,0.007056142819237721,109,109
0,110,1072.671875,1149.09375,6386.567672864684,0.006832807342107117,110,110
0,111,1079.671875,1156.59375,6386.561054739632,0.006618125052227697,111,111
0,112,1088.046875,1165.34375,6386.554642622506,0.0064121171253646025,112,112
0,113,1096.46875,1174.140625,6386.548428568303,0.006214054203155683,113,113
0,114,1104.96875,1183.3125,6386.542405139358,0.006023428944899933,114,114
0,115,1114.15625,1193.25,6386.536565153165,0.00583998619367776,115,115
0,116,1123.15625,1202.75,6386.530902439552,0.005662713612764492,116,116
0,117,1131.40625,1211.4375,6386.525410252783,0.005492186768606189,117,117
0,118,1140.25,1220.71875,6386.520081793584,0.005328459199517965,118,118
0,119,1149.296875,1230.265625,6386.514911090261,0.005170703322619374,119,119
0,120,1158.046875,1239.515625,6386.509892534725,0.005018555536480562,120,120
0,121,1166.609375,1248.703125,6386.505020833294,0.004871701430602116,121,121
0,122,1175.09375,1257.625,6386.502556032767,0.0024648005273775198,122,122
0,123,1183.40625,1266.5,6386.497930630527,0.004625402239980758,123,123
0,124,1191.84375,1275.6875,6386.4934379594015,0.004492671125262859,124,124
0,125,1200.078125,1284.171875,6386.489073158753,0.004364800648545497,125,125
0,126,1208.765625,1293.359375,6386.48483193012,0.004241228632963612,126,126
0,127,1217.328125,1302.78125,6386.480710027085,0.004121903035411378,127,127
0,128,1225.625,1311.578125,6386.476703386159,0.004006640925581451,128,128
0,129,1234.03125,1320.609375,6386.472808104441,0.003895281717632315,129,129
0,130,1242.515625,1329.65625,6386.46902051384,0.0037875906009503524,130,130
0,131,1251.140625,1338.96875,6386.465337163781,0.003683350058963697,131,131
0,132,1259.3125,1347.515625,6386.45952313984,0.0058140239416388795,132,132
0,133,1269.109375,1357.75,6386.45606568213,0.003457457709373557,133,133
0,134,1280.59375,1369.765625,6386.452701404229,0.003364277901710011,134,134
0,135,1291.3125,1381.3125,6386.449427334699,0.003274069529652479,135,135
0,136,1300.09375,1390.59375,6386.4462405979575,0.0031867367415543413,136,136
0,137,1309.90625,1400.84375,6386.443138412924,0.0031021850336401258,137,137
0,138,1319.703125,1411.578125,6386.4401181591475,0.0030202537764125736,138,138
0,139,1329.015625,1421.515625,6386.437177597985,0.0029405611621768912,139,139
0,140,1338.59375,1431.59375,6386.4343140734,0.002863524585336563,140,140
0,141,1348.359375,1441.859375,6386.4315249622905,0.0027891111094504595,141,141
0,142,1357.953125,1452.078125,6386.428808057071,0.0027169052191311494,142,142
0,143,1366.203125,1461.265625,6386.42616102126,0.002647035811605747,143,143
0,144,1376.671875,1472.25,6386.423581639092,0.0025793821678234963,144,144
0,145,1386.046875,1482.125,6386.421067834785,0.002513804306545353,145,145
0,146,1395.875,1492.265625,6386.418617732092,0.002450102693728695,146,146
0,147,1406.0625,1503.015625,6386.416229578703,0.0023881533888925333,147,147
0,148,1415.703125,1513.25,6386.413901578202,0.002328000500710914,148,148
0,149,1425.078125,1523.46875,6386.411631797484,0.0022697807180520613,149,149
0,150,1434.140625,1533.375,6386.409418636073,0.002213161411418696,150,150
0,151,1443.390625,1543.1875,6386.4072603262375,0.0021583098350674845,151,151
0,152,1454.28125,1554.453125,6386.405155275862,0.0021050503755759564,152,152
0,153,1463.84375,1564.328125,6386.403101854106,0.0020534217555905343,153,153
0,154,1473.46875,1574.703125,6386.401098595545,0.002003258561671828,154,154
0,155,1482.140625,1584.359375,6386.399144147976,0.001954447569005424,155,155
0,156,1492.875,1595.53125,6386.397237113466,0.0019070345097134123,156,156
0,157,1502.875,1606.265625,6386.395376342241,0.0018607712245284347,157,157
0,158,1512.609375,1616.75,6386.393560432586,0.0018159096553063137,158,158
0,159,1522.625,1627.640625,6386.391788053808,0.0017723787777867983,159,159
0,160,1532.125,1637.890625,6386.390057998819,0.0017300549889114336,160,160
0,161,1541.625,1648.453125,6386.386256091624,0.003801907195338572,161,161
0,162,1550.53125,1658.046875,6386.384628777964,0.00162731365981017,162,162
0,163,1561.4375,1669.578125,6386.383039883252,0.0015888947118583019,163,163
0,164,1570.234375,1679.0,6386.381488363411,0.0015515198410867015,164,164
0,165,1578.984375,1688.125,6386.3799732074685,0.001515155942797719,165,165
0,166,1587.96875,1697.671875,6386.378493435881,0.0014797715875829454,166,166
0,167,1597.09375,1707.984375,6386.377048189704,0.00144524617735442,167,167
0,168,1606.1875,1717.890625,6386.375636646913,0.00141154279026523,168,168
0,169,1616.03125,1728.234375,6386.37425771939,0.0013789275235467358,169,169
0,170,1625.453125,1737.84375,6386.372910504648,0.0013472147420543479,170,170
0,171,1635.828125,1748.71875,6386.371594179055,0.0013163255925974227,171,171
0,172,1645.28125,1759.03125,6386.370307966612,0.0012862124431194388,172,172
0,173,1654.78125,1768.90625,6386.369051108774,0.0012568578376885853,173,173
0,174,1664.09375,1778.46875,6386.36782279222,0.001228316554261255,174,174
