,Iteration,pararel_time,total_time,now_obj,now_conv,now_lips,num_call_obj,num_call_nbl,num_call_proj,num_call_conv
0,0,0.0,0.0,-4563.077149788937,91.83052200007091,308.641975308642,0,0,0,0
0,1,2.875,27.125,-4784.131772958831,56.76977554868499,308.641975308642,2,3,1,1
0,2,5.75,54.125,-4928.194962434102,40.257818532390516,308.641975308642,4,6,2,2
0,3,8.671875,81.40625,-5054.016833339654,31.36263779216946,308.641975308642,6,9,3,3
0,4,11.5625,108.765625,-5156.910797244013,24.027367053563637,308.641975308642,8,12,4,4
0,5,14.390625,135.75,-5239.202765426402,18.382395937437625,308.641975308642,10,15,5,5
0,6,17.296875,163.078125,-5304.952730578576,14.973151278269775,308.641975308642,12,18,6,6
0,7,20.21875,190.390625,-5357.465654873845,12.25262758295422,308.641975308642,14,21,7,7
0,8,23.125,217.671875,-5400.11303702978,11.148213652999527,308.641975308642,16,24,8,8
0,9,25.984375,244.71875,-5435.3348560269815,10.42581894459286,308.641975308642,18,27,9,9
0,10,28.84375,271.53125,-5464.736089373481,9.705591365603375,308.641975308642,20,30,10,10
0,11,31.71875,298.515625,-5489.489352821328,8.992757177031393,308.641975308642,22,33,11,11
0,12,34.65625,325.65625,-5510.829440617017,8.264215459315823,308.641975308642,24,36,12,12
0,13,37.5625,352.703125,-5529.4313029358445,7.822177812230616,308.641975308642,26,39,13,13
0,14,40.453125,379.734375,-5545.869157398701,7.449943639097477,308.641975308642,28,42,14,14
0,15,43.3125,406.59375,-5560.6041460396655,6.805380346926678,308.641975308642,30,45,15,15
0,16,46.15625,433.71875,-5573.888244877022,6.108167516145283,308.641975308642,32,48,16,16
0,17,49.03125,460.625,-5585.780475413639,5.712429258047655,308.641975308642,34,51,17,17
0,18,51.859375,487.515625,-5596.399302958967,5.481222363286989,308.641975308642,36,54,18,18
0,19,54.78125,514.671875,-5605.857728864515,5.201220417605396,308.641975308642,38,57,19,19
0,20,57.65625,541.65625,-5614.2060405004395,4.88106778226117,308.641975308642,40,60,20,20
0,21,60.5,568.671875,-5621.5660847826875,4.519114596748939,308.641975308642,42,63,21,21
0,22,63.375,595.671875,-5628.031877147904,4.1197432530135,308.641975308642,44,66,22,22
0,23,66.234375,622.640625,-5633.678577858559,3.6912589113245406,308.641975308642,46,69,23,23
0,24,69.0625,649.40625,-5638.555939881896,3.2457216433916383,308.641975308642,48,72,24,24
0,25,71.953125,676.421875,-5642.707915224773,3.1557407884348496,308.641975308642,50,75,25,25
0,26,74.828125,703.390625,-5646.169686413077,3.0610247245469897,308.641975308642,52,78,26,26
0,27,77.71875,730.4375,-5649.068813849202,2.936579918329225,308.641975308642,54,81,27,27
0,28,80.578125,757.46875,-5651.465793883481,2.8020082939903106,308.641975308642,56,84,28,28
0,29,83.484375,784.65625,-5653.420282209471,2.6399065620535884,308.641975308642,58,87,29,29
0,30,86.359375,811.765625,-5655.040885092453,2.4539505073874857,308.641975308642,60,90,30,30
0,31,89.234375,838.765625,-5656.425562183686,2.2501523640263845,308.641975308642,62,93,31,31
0,32,92.09375,865.71875,-5657.646261445295,2.034653324573733,308.641975308642,64,96,32,32
0,33,94.953125,892.609375,-5658.696591880201,1.8133575960434107,308.641975308642,66,99,33,33
0,34,97.828125,919.5625,-5659.576568895206,1.5907950664160664,308.641975308642,68,102,34,34
0,35,100.890625,947.578125,-5660.318330151819,1.3853165651315855,308.641975308642,70,105,35,35
0,36,103.78125,974.8125,-5660.98037826998,1.2357909301860097,308.641975308642,72,108,36,36
0,37,106.65625,1001.921875,-5661.597077944506,1.237868290201218,308.641975308642,74,111,37,37
0,38,109.546875,1029.25,-5662.189576723211,1.2198966746100988,308.641975308642,76,114,38,38
0,39,112.4375,1056.53125,-5662.770438422495,1.1791996010206844,308.641975308642,78,117,39,39
0,40,115.3125,1083.640625,-5663.331952470766,1.1048715103370497,308.641975308642,80,120,40,40
0,41,118.21875,1110.765625,-5663.8572869527325,1.0774035341447241,308.641975308642,82,123,41,41
0,42,121.0625,1137.875,-5664.341728446745,1.046037869695545,308.641975308642,84,126,42,42
0,43,123.953125,1165.171875,-5664.783897156209,1.0115478007210374,308.641975308642,86,129,43,43
0,44,126.828125,1192.265625,-5665.183089301416,0.9742625832366799,308.641975308642,88,132,44,44
0,45,129.734375,1219.5,-5665.5392555773315,0.9346689807225923,308.641975308642,90,135,45,45
0,46,132.640625,1246.796875,-5665.856000842009,0.8935078294320912,308.641975308642,92,138,46,46
0,47,135.515625,1273.78125,-5666.13931142515,0.8514650671642687,308.641975308642,94,141,47,47
0,48,138.40625,1301.046875,-5666.395699435969,0.8090994275294643,308.641975308642,96,144,48,48
0,49,141.328125,1328.265625,-5666.628395651255,0.7668525710099109,308.641975308642,98,147,49,49
0,50,144.171875,1355.359375,-5666.835309589069,0.7644131973751125,308.641975308642,100,150,50,50
0,51,147.046875,1382.453125,-5667.029256899628,0.7808125815824525,308.641975308642,102,153,51,51
0,52,149.890625,1409.4375,-5667.2105709980315,0.7651095595443609,308.641975308642,104,156,52,52
0,53,152.71875,1436.40625,-5667.382331586505,0.7219476836234469,308.641975308642,106,159,53,53
0,54,155.578125,1463.390625,-5667.546122890922,0.7600923366736194,308.641975308642,108,162,54,54
0,55,158.4375,1490.40625,-5667.702289393941,0.7992939679268396,308.641975308642,110,165,55,55
0,56,161.3125,1517.46875,-5667.850918543094,0.8105372315853892,308.641975308642,112,168,56,56
0,57,164.203125,1544.4375,-5667.991757613496,0.7964755222894762,308.641975308642,114,171,57,57
0,58,167.046875,1571.421875,-5668.124591800242,0.7607591372517701,308.641975308642,116,174,58,58
0,59,169.90625,1598.28125,-5668.247582198948,0.7076518327925108,308.641975308642,118,177,59,59
0,60,172.75,1625.203125,-5668.36143653245,0.6423377284420884,308.641975308642,120,180,60,60
0,61,175.625,1652.203125,-5668.466188688719,0.569061921085058,308.641975308642,122,183,61,61
0,62,178.515625,1679.171875,-5668.563865048164,0.5663579026780095,308.641975308642,124,186,62,62
0,63,181.390625,1706.234375,-5668.655452729668,0.5834024147740147,308.641975308642,126,189,63,63
0,64,184.265625,1733.234375,-5668.739828928497,0.5853184177787678,308.641975308642,128,192,64,64
0,65,187.109375,1760.171875,-5668.816113203663,0.5755059587479308,308.641975308642,130,195,65,65
0,66,190.0,1787.3125,-5668.885363059948,0.5558460453385834,308.641975308642,132,198,66,66
0,67,192.84375,1814.34375,-5668.9475751967175,0.5299786393855423,308.641975308642,134,201,67,67
0,68,195.703125,1841.25,-5669.003738011082,0.5009254696545623,308.641975308642,136,204,68,68
0,69,198.546875,1868.203125,-5669.054910832055,0.47097337787712035,308.641975308642,138,207,69,69
0,70,201.40625,1895.1875,-5669.101900249667,0.44172870218151017,308.641975308642,140,210,70,70
0,71,204.265625,1922.328125,-5669.145692805398,0.41369977785047857,308.641975308642,142,213,71,71
0,72,207.109375,1949.1875,-5669.187157077101,0.3867236985233158,308.641975308642,144,216,72,72
0,73,209.953125,1976.140625,-5669.226248100971,0.3602536417406006,308.641975308642,146,219,73,73
0,74,212.828125,2003.0,-5669.262908644101,0.3436414347519376,308.641975308642,148,222,74,74
0,75,215.640625,2029.890625,-5669.297996265472,0.33966960596633716,308.641975308642,150,225,75,75
0,76,218.515625,2056.828125,-5669.332282044564,0.3379215062976053,308.641975308642,152,228,76,76
0,77,221.359375,2083.671875,-5669.365023048343,0.35182539104314836,308.641975308642,154,231,77,77
0,78,224.265625,2110.71875,-5669.395422497454,0.3588468811631955,308.641975308642,156,234,78,78
0,79,227.09375,2137.703125,-5669.424906607286,0.3547261769846233,308.641975308642,158,237,79,79
0,80,229.921875,2164.65625,-5669.453685861061,0.34404739131323847,308.641975308642,160,240,80,80
0,81,232.765625,2191.671875,-5669.48099636561,0.32944262041628103,308.641975308642,162,243,81,81
0,82,235.609375,2218.53125,-5669.507400278617,0.3384745827231124,308.641975308642,164,246,82,82
0,83,238.5,2245.71875,-5669.533952545382,0.34105215210224793,308.641975308642,166,249,83,83
0,84,241.34375,2272.609375,-5669.561463929155,0.3369690586936244,308.641975308642,168,252,84,84
0,85,244.21875,2299.640625,-5669.590420144703,0.3262774329905938,308.641975308642,170,255,85,85
0,86,247.109375,2326.71875,-5669.620952393194,0.3092744676207207,308.641975308642,172,258,86,86
0,87,249.984375,2353.625,-5669.652870233948,0.2864729141178055,308.641975308642,174,261,87,87
0,88,252.8125,2380.5625,-5669.685816708593,0.25856121597020204,308.641975308642,176,264,88,88
0,89,255.6875,2407.515625,-5669.719000548163,0.22659334868476838,308.641975308642,178,267,89,89
0,90,258.546875,2434.71875,-5669.751869719615,0.20863772199381536,308.641975308642,180,270,90,90
0,91,261.453125,2461.859375,-5669.783918641467,0.20321317811813788,308.641975308642,182,273,91,91
0,92,264.375,2489.296875,-5669.814683606264,0.19095979757921633,308.641975308642,184,276,92,92
0,93,267.265625,2516.40625,-5669.843572351187,0.17520396797909354,308.641975308642,186,279,93,93
0,94,270.09375,2543.34375,-5669.87027824456,0.17546552990044328,308.641975308642,188,282,94,94
0,95,272.953125,2570.3125,-5669.894695338105,0.1739228764263281,308.641975308642,190,285,95,95
0,96,275.8125,2597.296875,-5669.916918076153,0.17993469883587743,308.641975308642,192,288,96,96
0,97,278.703125,2624.40625,-5669.93719802899,0.19317059508963652,308.641975308642,194,291,97,97
0,98,281.546875,2651.296875,-5669.9557635446945,0.1945982586544588,308.641975308642,196,294,98,98
0,99,284.71875,2679.4375,-5669.972736084433,0.18639210765346448,308.641975308642,198,297,99,99
0,100,287.796875,2707.4375,-5669.988133199365,0.1554387435184097,308.641975308642,200,300,100,100
0,101,290.765625,2734.984375,-5670.001903788798,0.1529346798972166,308.641975308642,202,303,101,101
0,102,293.671875,2762.359375,-5670.013979804275,0.15134476483800546,308.641975308642,204,306,102,102
0,103,296.59375,2789.71875,-5670.024228470121,0.14827750053386834,308.641975308642,206,309,103,103
0,104,299.4375,2816.734375,-5670.032851348884,0.14365302427358306,308.641975308642,208,312,104,104
0,105,302.34375,2844.109375,-5670.040413379129,0.13752739677151754,308.641975308642,210,315,105,105
0,106,305.21875,2871.34375,-5670.047107944384,0.12983676921746437,308.641975308642,212,318,106,106
0,107,308.109375,2898.671875,-5670.052966383923,0.14445716852150156,308.641975308642,214,321,107,107
0,108,310.984375,2925.96875,-5670.058169835607,0.16432698150565295,308.641975308642,216,324,108,108
0,109,313.859375,2953.09375,-5670.0628461125,0.17937713250159348,308.641975308642,218,327,109,109
0,110,316.703125,2980.109375,-5670.066551178215,0.1903312943599977,308.641975308642,220,330,110,110
0,111,319.609375,3007.34375,-5670.069575726676,0.19664764538926144,308.641975308642,222,333,111,111
0,112,322.453125,3034.3125,-5670.072019710456,0.19845743700976023,308.641975308642,224,336,112,112
0,113,325.359375,3061.546875,-5670.073918248198,0.19603489397920482,308.641975308642,226,339,113,113
0,114,328.21875,3088.5,-5670.075251283262,0.18971721889506263,308.641975308642,228,342,114,114
0,115,331.125,3115.84375,-5670.076045589058,0.17988215133916263,308.641975308642,230,345,115,115
0,116,334.03125,3143.09375,-5670.076221366776,0.1669524344269276,308.641975308642,232,348,116,116
0,117,336.90625,3170.046875,-5670.075551281752,0.1696082518641257,308.641975308642,234,351,117,117
0,118,339.8125,3197.234375,-5670.073927985518,0.17368372776382984,308.641975308642,236,354,118,118
